Trade-#,Instrument,Account,Strategy,Market pos.,Quantity,Entry price,Exit price,Entry time,Exit time,Entry name,Exit name,Profit,Cumprofit,Commission,MAE,MFE,ETD,Bars,Outcome,Side
988,NQ 03-20,Replay101,20_20,Short,1,9081.75,9076.75,01/29/2020 9:06 AM,01/29/2020 9:06 AM,Entry,Target1,100,6690,0,0,100,0,0,1,-1
989,NQ 03-20,Replay101,20_20,Long,1,9077.25,9082.25,01/29/2020 9:08 AM,01/29/2020 9:09 AM,Entry,Target1,100,6790,0,25,100,0,0,1,1
990,NQ 03-20,Replay101,20_20,Short,1,9081.75,9086.5,01/29/2020 9:09 AM,01/29/2020 9:10 AM,Entry,Stop1,-95,6695,0,100,60,155,0,-1,-1
991,NQ 03-20,Replay101,20_20,Short,1,9081.75,9086.75,01/29/2020 9:13 AM,01/29/2020 9:14 AM,Entry,Stop1,-100,6595,0,100,35,135,0,-1,-1
992,NQ 03-20,Replay101,20_20,Long,1,9087.25,9082.25,01/29/2020 9:15 AM,01/29/2020 9:19 AM,Entry,Stop1,-100,6495,0,100,70,170,0,-1,1
993,NQ 03-20,Replay101,20_20,Long,1,9097.25,9102.25,01/29/2020 9:27 AM,01/29/2020 9:33 AM,Entry,Target1,100,6595,0,80,100,0,0,1,1
994,NQ 03-20,Replay101,20_20,Short,1,9099.25,9094.25,01/29/2020 9:33 AM,01/29/2020 9:35 AM,Entry,Target1,100,6695,0,55,100,0,0,1,-1
995,NQ 03-20,Replay101,20_20,Short,1,9095.5,9100.5,01/29/2020 9:36 AM,01/29/2020 9:38 AM,Entry,Stop1,-100,6595,0,100,50,150,0,-1,-1
996,NQ 03-20,Replay101,20_20,Short,1,9105.75,9110.75,01/29/2020 9:42 AM,01/29/2020 9:46 AM,Entry,Stop1,-100,6495,0,100,15,115,0,-1,-1
997,NQ 03-20,Replay101,20_20,Short,1,9108.25,9113.25,01/29/2020 9:49 AM,01/29/2020 9:51 AM,Entry,Stop1,-100,6395,0,100,5,105,0,-1,-1
998,NQ 03-20,Replay101,20_20,Long,1,9114.75,9109.75,01/29/2020 9:55 AM,01/29/2020 10:07 AM,Entry,Stop1,-100,6295,0,100,90,190,0,-1,1
999,NQ 03-20,Replay101,20_20,Long,1,9114.75,9110,01/29/2020 10:08 AM,01/29/2020 10:12 AM,Entry,Stop1,-95,6200,0,100,30,125,0,-1,1
1000,NQ 03-20,Replay101,20_20,Long,1,9121,9116,01/29/2020 10:16 AM,01/29/2020 10:17 AM,Entry,Stop1,-100,6100,0,100,0,0,0,-1,1
1001,NQ 03-20,Replay101,20_20,Long,1,9117.25,9112.5,01/29/2020 10:19 AM,01/29/2020 10:20 AM,Entry,Stop1,-95,6005,0,100,0,0,0,-1,1
1002,NQ 03-20,Replay101,20_20,Long,1,9117.25,9112.25,01/29/2020 10:35 AM,01/29/2020 10:38 AM,Entry,Stop1,-100,5905,0,100,40,140,0,-1,1
1003,NQ 03-20,Replay101,20_20,Long,1,9113.75,9109.5,01/29/2020 10:40 AM,01/29/2020 10:41 AM,Entry,Stop1,-85,5820,0,100,20,105,0,-1,1
1004,NQ 03-20,Replay101,20_20,Long,1,9113.5,9118.5,01/29/2020 10:43 AM,01/29/2020 10:46 AM,Entry,Target1,100,5920,0,30,100,0,0,1,1
1005,NQ 03-20,Replay101,20_20,Short,1,9133,9128,01/29/2020 11:57 AM,01/29/2020 12:00 PM,Entry,Target1,100,6020,0,0,100,0,0,1,-1
1006,NQ 03-20,Replay101,20_20,Long,1,9131,9126,01/29/2020 12:04 PM,01/29/2020 12:06 PM,Entry,Stop1,-100,5920,0,100,10,110,0,-1,1
1007,NQ 03-20,Replay101,20_20,Long,1,9143.5,9138.5,01/29/2020 12:49 PM,01/29/2020 12:53 PM,Entry,Stop1,-100,5820,0,100,20,120,0,-1,1
1008,NQ 03-20,Replay101,20_20,Long,1,9138.5,9134.25,01/29/2020 12:57 PM,01/29/2020 1:00 PM,Entry,Stop1,-85,5735,0,100,50,135,0,-1,1
1009,NQ 03-20,Replay101,20_20,Short,1,9149.25,9154.25,01/29/2020 1:04 PM,01/29/2020 1:04 PM,Entry,Stop1,-100,5635,0,100,10,110,0,-1,-1
1010,NQ 03-20,Replay101,20_20,Short,1,9151.75,9156.75,01/29/2020 1:05 PM,01/29/2020 1:06 PM,Entry,Stop1,-100,5535,0,100,40,140,0,-1,-1
1011,NQ 03-20,Replay101,20_20,Long,1,9148.5,9143.5,01/29/2020 1:16 PM,01/29/2020 1:25 PM,Entry,Stop1,-100,5435,0,100,90,190,0,-1,1
1012,NQ 03-20,Replay101,20_20,Long,1,9146,9151,01/29/2020 1:28 PM,01/29/2020 1:34 PM,Entry,Target1,100,5535,0,50,100,0,0,1,1
1013,NQ 03-20,Replay101,20_20,Short,1,9146.75,9141.75,01/29/2020 1:35 PM,01/29/2020 1:35 PM,Entry,Target1,100,5635,0,0,110,10,0,1,-1
1014,NQ 03-20,Replay101,20_20,Long,1,9144.5,9139.75,01/29/2020 1:35 PM,01/29/2020 1:35 PM,Entry,Stop1,-95,5540,0,95,15,110,0,-1,1
1015,NQ 03-20,Replay101,20_20,Short,1,9149.25,9144.25,01/29/2020 1:40 PM,01/29/2020 1:48 PM,Entry,Target1,100,5640,0,90,100,0,0,1,-1
1016,NQ 03-20,Replay101,20_20,Long,1,9149.75,9144.75,01/29/2020 1:55 PM,01/29/2020 1:56 PM,Entry,Stop1,-100,5540,0,100,0,0,0,-1,1
1017,NQ 03-20,Replay101,20_20,Short,1,9136.75,9131.75,01/29/2020 2:12 PM,01/29/2020 2:13 PM,Entry,Target1,100,5640,0,15,100,0,0,1,-1
1018,NQ 03-20,Replay101,20_20,Long,1,9126.25,9121.5,01/29/2020 2:17 PM,01/29/2020 2:18 PM,Entry,Stop1,-95,5545,0,100,20,115,0,-1,1
1019,NQ 03-20,Replay101,20_20,Long,1,9123.25,9128.25,01/29/2020 2:18 PM,01/29/2020 2:19 PM,Entry,Target1,100,5645,0,15,100,0,0,1,1
1020,NQ 03-20,Replay101,20_20,Long,1,9118.5,9123.5,01/29/2020 2:24 PM,01/29/2020 2:24 PM,Entry,Target1,100,5745,0,10,100,0,0,1,1
1021,NQ 03-20,Replay101,20_20,Long,1,9128.5,9133.5,01/29/2020 2:25 PM,01/29/2020 2:26 PM,Entry,Target1,100,5845,0,30,100,0,0,1,1
1022,NQ 03-20,Replay101,20_20,Short,1,9133,9138,01/29/2020 2:30 PM,01/29/2020 2:31 PM,Entry,Stop1,-100,5745,0,100,60,160,0,-1,-1
1023,NQ 03-20,Replay101,20_20,Short,1,9135.5,9130.5,01/29/2020 2:36 PM,01/29/2020 2:40 PM,Entry,Target1,100,5845,0,40,100,0,0,1,-1
1024,NQ 03-20,Replay101,20_20,Long,1,9120,9125,01/29/2020 2:47 PM,01/29/2020 2:50 PM,Entry,Target1,100,5945,0,45,110,10,0,1,1
1025,NQ 03-20,Replay101,20_20,Short,1,9120.75,9115.75,01/29/2020 2:50 PM,01/29/2020 2:56 PM,Entry,Target1,100,6045,0,45,100,0,0,1,-1
1026,NQ 03-20,Replay101,20_20,Short,1,9111.75,9106.75,01/29/2020 2:58 PM,01/29/2020 2:59 PM,Entry,Target1,100,6145,0,0,100,0,0,1,-1
1027,NQ 03-20,Replay101,20_20,Short,1,9130,9125,01/29/2020 3:05 PM,01/29/2020 3:05 PM,Entry,Target1,100,6245,0,20,100,0,0,1,-1
1028,NQ 03-20,Replay101,20_20,Long,1,9118,9113,01/29/2020 3:05 PM,01/29/2020 3:05 PM,Entry,Stop1,-100,6145,0,105,80,180,0,-1,1
1029,NQ 03-20,Replay101,20_20,Short,1,9088,9091.5,01/29/2020 3:06 PM,01/29/2020 3:06 PM,Entry,Stop1,-70,6075,0,100,40,110,0,-1,-1
1030,NQ 03-20,Replay101,20_20,Long,1,9093.5,9098.5,01/29/2020 3:10 PM,01/29/2020 3:13 PM,Entry,Target1,100,6175,0,25,100,0,0,1,1
1031,NQ 03-20,Replay101,20_20,Short,1,9088.75,9093.75,01/29/2020 3:37 PM,01/29/2020 3:41 PM,Entry,Stop1,-100,6075,0,100,65,165,0,-1,-1
1032,NQ 03-20,Replay101,20_20,Short,1,9092.25,9097.25,01/29/2020 3:53 PM,01/29/2020 3:55 PM,Entry,Stop1,-100,5975,0,100,5,105,0,-1,-1
1033,NQ 03-20,Replay101,20_20,Long,1,9132.25,9127.25,01/29/2020 5:41 PM,01/29/2020 5:48 PM,Entry,Stop1,-100,5875,0,100,15,115,0,-1,1
1034,NQ 03-20,Replay101,20_20,Long,1,9107,9102,01/29/2020 7:00 PM,01/29/2020 7:09 PM,Entry,Stop1,-100,5775,0,100,60,160,0,-1,1
1035,NQ 03-20,Replay101,20_20,Short,1,9103,9098,01/29/2020 7:48 PM,01/29/2020 7:50 PM,Entry,Target1,100,5875,0,25,100,0,0,1,-1
1036,NQ 03-20,Replay101,20_20,Long,1,9078.5,9083.5,01/29/2020 8:31 PM,01/29/2020 8:34 PM,Entry,Target1,100,5975,0,20,110,10,0,1,1
1037,NQ 03-20,Replay101,20_20,Short,1,9079.5,9074.5,01/29/2020 8:36 PM,01/29/2020 8:38 PM,Entry,Target1,100,6075,0,25,100,0,0,1,-1
1038,NQ 03-20,Replay101,20_20,Short,1,9064.5,9059.5,01/29/2020 8:50 PM,01/29/2020 8:55 PM,Entry,Target1,100,6175,0,55,100,0,0,1,-1
1039,NQ 03-20,Replay101,20_20,Short,1,9071.5,9066.5,01/29/2020 9:37 PM,01/29/2020 9:39 PM,Entry,Target1,100,6275,0,5,105,5,0,1,-1
1040,NQ 03-20,Replay101,20_20,Long,1,9057.25,9052.25,01/29/2020 9:54 PM,01/29/2020 10:02 PM,Entry,Stop1,-100,6175,0,100,65,165,0,-1,1
